Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
kennedy,,,,,,,58 cm,,,,,The Kennedy - Large,27216,shopify,0,deny,manual,450,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
kennedy,,,,,,,61 cm,,,,,The Kennedy - Extra Large,13608,shopify,2,deny,manual,450,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-pannier-bag,Pure Fix Pannier Bag,Pure Fix Cycles,Bike Rack,"Accessories, Bags, Baskets and Racks, Panniers",FALSE,Color,Dark Green,,,,,Pannier - Whiteline - Green,907,shopify,0,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_Olive_Front_3RD_WEB.jpeg?v=1438624789,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_Olive_Front_3RD_WEB.jpeg?v=1438624789,lb
pure-fix-pannier-bag,,,,,,,Brown,,,,,Pannier - Whiteline - Brown,907,shopify,0,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_Brown_Front_3RD_WEB.jpeg?v=1438624789,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_Brown_Front_3RD_WEB.jpeg?v=1438624789,lb
pure-fix-pannier-bag,,,,,,,Cream,,,,,Pannier - Whiteline - Khaki,907,shopify,0,deny,manual,49,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_White_Front_3RD_WEB.jpeg?v=1438624789,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_White_Front_3RD_WEB.jpeg?v=1438624789,lb
pure-fix-pannier-bag,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_White_Back_3RD_WEB.jpeg?v=1438624789,,,,,,,,,,,,,,,,,,,
pure-fix-pannier-bag,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PannierBag_Olive_Back_3RD_WEB.jpeg?v=1438624789,,,,,,,,,,,,,,,,,,,
pure-fix-5-panel-hat,Pure Fix 5 Panel Hat,Pure Fix Cycles,Apparel,"Accessories, Apparel, Hats",TRUE,Color,Black,,,,,Hat - Five Panel - PF Logo - Black,454,shopify,0,deny,manual,16,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCHat_3RD_Right_Black_WEB.jpeg?v=1438624782,Black,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCHat_3RD_Right_Black_WEB.jpeg?v=1438624782,lb
pure-fix-5-panel-hat,,,,,,,White,,,,,Hat - Five Panel - PF Logo - White,454,shopify,47,deny,manual,16,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCHat_3RD_Left_Black_WEB.jpeg?v=1438624782,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCHat_3RD_Right_White_WEB.jpeg?v=1438624782,lb
pure-fix-5-panel-hat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCHat_3RD_Right_White_WEB.jpeg?v=1438624782,White,,,,,,,,,,,,,,,,,,
pure-fix-5-panel-hat,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCHat_3RD_Left_White_WEB.jpeg?v=1438624782,,,,,,,,,,,,,,,,,,,
pure-fix-1940s-triblend-tee,Pure Fix 1940's Triblend Tee,Pure Fix Cycles,Apparel,"1940S, Accessories, Apparel, Black, Clothes, Concrete, Grey, Shirt, Shirts",FALSE,Size,S,Color,Cranberry,,,Shirt - Face - Cranberry - S,227,shopify,4,deny,manual,20,,TRUE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,lb
pure-fix-1940s-triblend-tee,,,,,,,M,,Cranberry,,,Shirt - Face - Cranberry - M,227,shopify,3,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
pure-fix-1940s-triblend-tee,,,,,,,L,,Cranberry,,,Shirt - Face - Cranberry - L,227,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
brisker-cold-weather-riding-gloves,Brisker Cold Weather Riding Gloves,Brisker,Apparel,,TRUE,Size,Small,,,,,Gloves - Brisker - Black - S,454,shopify,0,deny,manual,16,33,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-web.jpeg?v=1438624775,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-web.jpeg?v=1438624775,lb
brisker-cold-weather-riding-gloves,,,,,,,Medium,,,,,Gloves - Brisker - Black - M,454,shopify,0,deny,manual,16,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-2-web.jpeg?v=1438624775,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-web.jpeg?v=1438624775,lb
brisker-cold-weather-riding-gloves,,,,,,,Large,,,,,Gloves - Brisker - Black - L,454,shopify,7,deny,manual,16,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Brisker-Gloves_Top_WEB.jpeg?v=1438624775,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-web.jpeg?v=1438624775,lb
brisker-cold-weather-riding-gloves,,,,,,,XL,,,,,Gloves - Brisker - Black - XL,454,shopify,3,deny,manual,16,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Brisker-Gloves_Right_WEB.jpeg?v=1438624775,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-web.jpeg?v=1438624775,lb
brisker-cold-weather-riding-gloves,,,,,,,XXL,,,,,Gloves - Brisker - Black - XXL,454,shopify,0,deny,manual,16,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Brisker-Gloves-Left_WEB.jpeg?v=1438624775,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Black-gloves-web.jpeg?v=1438624775,lb
quad-lock-univeral-phone-mount,Quad Lock Universal Phone Mount,Quadlock,Bike Accessories,"Accessories, Essentials, Phone, Phone Accessories, Tech",TRUE,Style,Universal,,,,,Phone Holder - Quadlock - Universal,454,shopify,10,deny,manual,39.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_universal_main_WEB.jpeg?v=1438624767,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_universal_main_WEB.jpeg?v=1438624767,lb
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_universal_kit-4_WEB.jpeg?v=1438624767,,,,,,,,,,,,,,,,,,,
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_universal_kit-3_WEB.jpeg?v=1438624767,,,,,,,,,,,,,,,,,,,
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_universal_kit-2_WEB.jpeg?v=1438624767,,,,,,,,,,,,,,,,,,,
quad-lock-univeral-phone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_universal_kit_WEB.jpeg?v=1438624767,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,Quad Lock iPhone Mount,Quadlock,Bike Accessories,"Accessories, Essentials, Phone, Phone Accessories, Tech",TRUE,iPhone,5/5S,,,,,Phone Holder - Quadlock - iPhone 5,454,shopify,12,deny,manual,59.99,69.95,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone5_kit2_WEB.jpeg?v=1438624761,5/5S,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone5_kit2_WEB.jpeg?v=1438624761,lb
quad-lock-iphone-mount,,,,,,,6,,,,,Phone Holder - Quadlock - iPhone 6,454,shopify,3,deny,manual,69.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone6_kit4_WEB.jpeg?v=1438624761,6,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone6_kit4_WEB.jpeg?v=1438624761,lb
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone6_kit6_WEB.jpeg?v=1438624760,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone6_kit5_WEB.jpeg?v=1438624760,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone6_kit_WEB.jpeg?v=1438624760,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone5_kit4_WEB.jpeg?v=1438624760,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone5_kit3_WEB.jpeg?v=1438624760,,,,,,,,,,,,,,,,,,,
quad-lock-iphone-mount,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Quadlock_iPhone5_kit_WEB.jpeg?v=1438624760,,,,,,,,,,,,,,,,,,,
pure-city-swallow-saddle,Pure City Swallow Saddle,Pure Fix Cycles,Saddle,"Black, Brown, Honey, Leather, Parts, Pure CIty, Saddle, Saddles, Saddles and Seatposts, Things We Love",TRUE,Color,Light Honey,,,,,Saddle - Leather - Swallow - Hone,907,shopify,18,deny,manual,90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_3RD_Tan_WEB.jpeg?v=1438624751,Light Honey,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_3RD_Tan_WEB.jpeg?v=1438624751,lb
pure-city-swallow-saddle,,,,,,,Brown,,,,,Saddle - Leather - Swallow - Brwn,907,shopify,12,deny,manual,90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_3RD_Brown_WEB.jpeg?v=1438624752,Brown,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_3RD_Brown_WEB.jpeg?v=1438624752,lb
pure-city-swallow-saddle,,,,,,,Black,,,,,Saddle - Leather - Swallow - Blk,907,shopify,19,deny,manual,90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_3RD_Black_WEB.jpeg?v=1438624752,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_3RD_Black_WEB.jpeg?v=1438624752,lb
pure-city-swallow-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_Top_Tan_WEB.jpeg?v=1438624751,,,,,,,,,,,,,,,,,,,
pure-city-swallow-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_Top_Brown_WEB.jpeg?v=1438624751,,,,,,,,,,,,,,,,,,,
pure-city-swallow-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCDrone_Top_Black_WEB.jpeg?v=1438624751,,,,,,,,,,,,,,,,,,,
pure-city-vintage-leather-saddle,Pure City Vintage Leather Saddle,Pure Fix Cycles,Saddle,"Black, Brown, Honey, Leather, Parts, Pure CIty, Saddle, Saddles, Saddles and Seatposts, Things We Love",TRUE,Color,Light Honey,,,,,Saddle - Leather - Vintage - Hone,907,shopify,16,deny,manual,90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCLeatherSaddle_3RD_Tan_WEB.jpeg?v=1438624741,Light Honey,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCLeatherSaddle_3RD_Tan_WEB.jpeg?v=1438624741,lb
pure-city-vintage-leather-saddle,,,,,,,Brown,,,,,Saddle - Leather - Vintage - Brwn,907,shopify,13,deny,manual,90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCLeatherSaddle_3RD_Brown_WEB.jpeg?v=1438624741,Brown,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCLeatherSaddle_3RD_Brown_WEB.jpeg?v=1438624741,lb
pure-city-vintage-leather-saddle,,,,,,,Black,,,,,Saddle - Leather - Vintage - Blk,907,shopify,14,deny,manual,90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCLeatherSaddle_3RD_Black_WEB.jpeg?v=1438624741,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCLeatherSaddle_3RD_Black_WEB.jpeg?v=1438624741,lb
pure-city-vintage-leather-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddle_TOP_Black_WEB.jpeg?v=1438624741,,,,,,,,,,,,,,,,,,,
pure-city-vintage-leather-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddle_TOP_Brown_WEB.jpeg?v=1438624741,,,,,,,,,,,,,,,,,,,
pure-city-vintage-leather-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddle_TOP_Tan_WEB.jpeg?v=1438624741,,,,,,,,,,,,,,,,,,,
pure-city-vintage-leather-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Vine_BackSeat_3RD_WEB.jpeg?v=1438624741,,,,,,,,,,,,,,,,,,,
pure-city-vintage-leather-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Clifton_SeatHandles_3RD_WEB_70fb03f1-0c48-496b-98cb-0939239e1790.jpeg?v=1438624741,,,,,,,,,,,,,,,,,,,
pure-city-vintage-leather-saddle,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Bourbon_1A_3R_3S_WEB.jpeg?v=1438624741,,,,,,,,,,,,,,,,,,,
pure-city-leather-saddle-bag,Pure City Leather Saddle Bag,Pure Fix Cycles,Saddle,"Accessories, Bags, Black, Brown, Honey, Parts, Pure CIty, Saddle Bags, Saddles and Seatposts",TRUE,Color,Brown,,,,,Saddle Bag - Leather - Brwn,907,shopify,0,deny,manual,59,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddleBag_3RD_Brown_WEB.jpeg?v=1438624731,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddleBag_3RD_Brown_WEB.jpeg?v=1438624731,lb
pure-city-leather-saddle-bag,,,,,,,Honey,,,,,Saddle Bag - Leather - Hone,907,shopify,0,deny,manual,59,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddleBag_3RD_Tan_WEB.jpeg?v=1438624731,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddleBag_3RD_Tan_WEB.jpeg?v=1438624731,lb
pure-city-leather-saddle-bag,,,,,,,Black,,,,,Saddle Bag - Leather - Blk,907,shopify,0,deny,manual,59,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddleBag_3RD_Black_WEB.jpeg?v=1438624731,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCSaddleBag_3RD_Black_WEB.jpeg?v=1438624731,lb
pure-city-leather-bottle-holder,Pure City Leather Bottle Holder,Pure Fix Cycles,Water Bottle Holder,"Accessories, Black, Bottles and Cages, Brown, Honey, Pure CIty, Saddle, Saddles, Saddles and Seatposts",TRUE,Color,Brown,,,,,Bottle Holders - Leather - Brwn,907,shopify,0,deny,manual,22,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCBottleHolder_3RD_Brown_WEB.jpeg?v=1438624726,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCBottleHolder_Side_Brown_WEB.jpeg?v=1438624726,lb
pure-city-leather-bottle-holder,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PCBottleHolder_Side_Brown_WEB.jpeg?v=1438624726,,,,,,,,,,,,,,,,,,,
pure-fix-grip-set,Pure Fix Grip Set,Pure Fix Cycles,Grips,"Bars and Tape, Bars Tape Grips and Stems, Black, Blue, Glow, Glow In The Dark, Glow Series, Green, Grey, Grips, Grips and Tape, Orange, Parts, Purple, Red, White, Yellow",TRUE,Color,Black,,,,,Grips - Pure Fix - Black,227,shopify,92,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_BLACK_3RD_WEB.jpeg?v=1438624719,Black,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_BLACK_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,White,,,,,Grips - Pure Fix - White,227,shopify,123,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_WHITE_3RD_WEB.jpeg?v=1438624719,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_WHITE_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Grey,,,,,Grips - Pure Fix - Grey,227,shopify,81,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_GREY_3RD_WEB.jpeg?v=1438624719,Grey,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_GREY_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Green,,,,,Grips - Pure Fix - Green,227,shopify,83,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_GREEN_3RD_WEB.jpeg?v=1438624719,Green,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_GREEN_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Red,,,,,Grips - Pure Fix - Red,227,shopify,72,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_Red_Side_WEB.jpeg?v=1438624719,Red,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_Red_Side_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Orange,,,,,Grips - Pure Fix - Orange,227,shopify,80,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_Orange_3RD_WEB.jpeg?v=1438624719,Orange,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_Orange_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Yellow,,,,,Grips - Pure Fix - Yellow,227,shopify,93,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_YELLOW_3RD_WEB.jpeg?v=1438624719,Yellow,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_YELLOW_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Celeste,,,,,Grips - Pure Fix - Mint Green,227,shopify,78,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_MINTGREEN_3RD_WEB.jpeg?v=1438624719,Celeste,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_MINTGREEN_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Light Blue,,,,,Grips - Pure Fix - Light Blue,227,shopify,83,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_LIGHTBLUE_3RD_WEB.jpeg?v=1438624719,Light Blue,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_LIGHTBLUE_3RD_WEB.jpeg?v=1438624719,lb
pure-fix-grip-set,,,,,,,Blue,,,,,Grips - Pure Fix - Dark Blue,227,shopify,115,deny,manual,12,12,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_DARKBLUE_3RD_WEB.jpeg?v=1438624719,Blue,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure_Fix_Grips_DARKBLUE_3RD_WEB.jpeg?v=1438624719,lb
reynolds-carbon-pro-wheel,Reynolds 66mm Carbon Tubular Pro Wheel,Pure Fix Cycles,Wheelsets,"700C Wheelsets, Accessories, Wheels, Wheelset, Wheelsets, Wheelsets and Accessories",TRUE,Color,Black,,,,,Reynolds Wheels - Black,5443,shopify,4,deny,manual,1100,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Reynolds_Rim_Black_3RD_WEB.jpeg?v=1438624708,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Reynolds_Rim_Black_3RD_WEB.jpeg?v=1438624708,lb
reynolds-carbon-pro-wheel,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/reynolds.jpeg?v=1438624708,,,,,,,,,,,,,,,,,,,
reynolds-carbon-pro-wheel,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/reynolds-rim.jpeg?v=1438624708,,,,,,,,,,,,,,,,,,,
reynolds-carbon-pro-wheel,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/reynolds-rim-close-up.jpeg?v=1438624708,,,,,,,,,,,,,,,,,,,
pure-fix-pro-carbon-fork,Pure Fix Pro Carbon Fork,Pure Fix Cycles,Forks,"Black, Fork, Forks, Framesets, Parts",TRUE,Title,Full Carbon,,,,,Fork - Carbon - Blk,350,shopify,63,deny,manual,199,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Carbon-Fork_Black_Side_upright_05_WEB.jpeg?v=1438624701,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Carbon-Fork_Black_Side_upright_05_WEB.jpeg?v=1438624701,lb
pure-fix-pro-carbon-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Carbon-Fork_Black_Side_01_WEB.jpeg?v=1438624701,,,,,,,,,,,,,,,,,,,
pure-fix-pro-carbon-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Carbon-Fork_Black_Side_03_WEB.jpeg?v=1438624701,,,,,,,,,,,,,,,,,,,
pure-fix-pro-carbon-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure-Pro-Track_Alloy_Close-Shot_3rd_WEB.jpeg?v=1438624701,,,,,,,,,,,,,,,,,,,
pure-fix-pro-carbon-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure-Pro-Track_Alloy_Close-Shot_Side_WEB.jpeg?v=1438624701,,,,,,,,,,,,,,,,,,,
pure-fix-pro-carbon-fork,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pure-Pro-Track_Alloy_Mid-Shot_3rd_WEB.jpeg?v=1438624701,,,,,,,,,,,,,,,,,,,
pure-city-leather-tape,Pure City Leather Handlebar Tape,Pure City Cycles,Bar Tape,"Bars and Tape, Bars Tape Grips and Stems, Black, Brown, City Accessories, Essentials, Grips and Tape, Handlebar Tape, Honey, Leather, Parts, Pure City, Things We Love",TRUE,Color,Honey,,,,,Handlebar Tape - Leather - Hone,227,shopify,0,deny,manual,59,,FALSE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PureFixStyle02_Tan_WEB.jpeg?v=1438624694,Honey,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PureFixStyle02_Tan_WEB.jpeg?v=1438624694,lb
pure-city-leather-tape,,,,,,,Black,,,,,Handlebar Tape - Leather - Blk,227,shopify,6,deny,manual,59,,FALSE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PureFixStyle02_Black_WEB.jpeg?v=1438624694,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PureFixStyle02_Black_WEB.jpeg?v=1438624694,lb
pure-city-leather-tape,,,,,,,Brown,,,,,Handlebar Tape - Leather - Brwn,227,shopify,0,deny,manual,59,,FALSE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/PureFixStyle02_Brown_WEB.jpeg?v=1438624694,Brown,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PureFixStyle02_Brown_WEB.jpeg?v=1438624694,lb
monkeylight-m204-wheel-light,Monkeylight M204 Wheel Light,Monkeylectric,Light,Lights,FALSE,Color,4 Color,,,,,Lights - Monkeylectric - M204,0,,1,deny,manual,26,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/m204-wheel-front-web.jpeg?v=1438624690,,FALSE,,,,,,,,,,,,,,,,,lb
monkeylight-m204-wheel-light,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/m204-wheels-web.jpeg?v=1438624690,,,,,,,,,,,,,,,,,,,
